feature,mean_abs_shap,fold
ALPK1 (80216),0.0017594065925091028,5
GUCY1B1 (2983),0.0014818371028852298,5
CACNB1 (782),0.0012421136386450392,5
SYNJ2 (8871),0.0011907330458299401,5
PLAUR (5329),0.0011534074468514126,5
CCL26 (10344),0.0007256729715906264,5
ARHGAP31 (57514),0.0006611904681856798,5
DLG1 (1739),0.0006587869037815295,5
MEF2C (4208),0.0005383744159029202,5
CTPS2 (56474),0.0005176034016998266,5
SLC25A43 (203427),0.0004986224356118348,5
FERMT2 (10979),0.0004912524622994154,5
ATP2A3 (489),0.0004789408857498048,5
P3H2 (55214),0.00045706827238837735,5
RFXANK (8625),0.000448138174741847,5
NUP160 (23279),0.00043917083834588215,5
PSD (5662),0.0004025244564313804,5
TRAF4 (9618),0.00039575706920400673,5
TNPO3 (23534),0.0003924540262383611,5
TNFRSF9 (3604),0.00037199684093968197,5
CHDH (55349),0.0003648344171376962,5
IFI35 (3430),0.00036407001797608994,5
NDC1 (55706),0.00036008382210534563,5
OTUB2 (78990),0.0003542711087651429,5
AGBL5 (60509),0.00033849701371093874,5
CDH19 (28513),0.0003152094623276303,5
LZTS3 (9762),0.0003027069673671534,5
MTMR11 (10903),0.00029335164637380134,5
BCAT1 (586),0.0002932285004259065,5
STRN4 (29888),0.000288508659959506,5
NUAK1 (9891),0.00028372882126323403,5
AGPAT4 (56895),0.00028264482447225867,5
SEL1L3 (23231),0.00027957921562363257,5
BLTP3A (54887),0.0002787016864605907,5
IRAK3 (11213),0.00027667514671716705,5
SMG6 (23293),0.0002728698161804736,5
LRRC7 (57554),0.0002649451050034489,5
PKP2 (5318),0.0002550679204321218,5
GYG2 (8908),0.0002482207787149203,5
CYP24A1 (1591),0.00023536878928355013,5
FGR (2268),0.00020918524125971015,5
SIRT6 (51548),0.0002085696405629299,5
CTNNA1 (1495),0.0002074157146043251,5
FBLN1 (2192),0.00020584165053898155,5
BLTP2 (9703),0.00020426979705867457,5
KIF22 (3835),0.0002026784553946164,5
PIK3C3 (5289),0.0002026099653318334,5
NDUFAB1 (4706),0.00019848109251574387,5
RABL2B (11158),0.00019186800851721234,5
DOCK3 (1795),0.0001917778941320332,5
ATP8B1 (5205),0.00019040999461836472,5
SMOX (54498),0.00018798573760701298,5
CAPG (822),0.00018625464389620766,5
ZNF671 (79891),0.00018024834227216546,5
CTNS (1497),0.00017995209445450177,5
CALCOCO1 (57658),0.00017741821238007442,5
RNF10 (9921),0.00017501400712907148,5
PLXND1 (23129),0.00017205475686319692,5
CDH1 (999),0.00016928943473296746,5
RNF14 (9604),0.00016892068077395623,5
HSD17B14 (51171),0.00016753742600232697,5
RAPGEF4 (11069),0.0001653784709880386,5
POLD3 (10714),0.00016358286753934714,5
DDHD2 (23259),0.00015992884319725477,5
FOXC1 (2296),0.00015465808608481637,5
HGF (3082),0.00014407027886080976,5
STAP1 (26228),0.00014372227630248398,5
HEBP1 (50865),0.00014337688168156027,5
MOXD1 (26002),0.00014303906522406394,5
IL17RB (55540),0.00013963591431262226,5
KIF2A (3796),0.00013860075467729273,5
MAPK8IP2 (23542),0.000135948880718845,5
KITLG (4254),0.0001306270916703345,5
PARP12 (64761),0.00012912829271037027,5
TOP2B (7155),0.000128014056500388,5
COL11A1 (1301),0.0001246250741085774,5
CYTH3 (9265),0.00012383689372863683,5
TRO (7216),0.00012210968405024648,5
TARBP1 (6894),0.00012112633358822445,5
EXOSC7 (23016),0.00011514975958034619,5
PITPNM3 (83394),0.0001135699155519972,5
EHD3 (30845),0.00011213022054298193,5
RAB27A (5873),0.00011152713032788735,5
ZFYVE16 (9765),0.00011135822918993915,5
