feature,mean_abs_shap,fold
COL9A2 (1298),0.0077973026277793345,1
CDH3 (1001),0.002411846015810161,1
GNA15 (2769),0.001615671526862837,1
NRXN3 (9369),0.0012962626661490687,1
ANK1 (286),0.0006194932257975096,1
RPS6KA2 (6196),0.000546624594578013,1
FRMPD1 (22844),0.0004581077999818138,1
TRO (7216),0.0004448294125647757,1
SYT13 (57586),0.0003370434999461153,1
RAPGEF4 (11069),0.00032037431563404153,1
SCIN (85477),0.00031210674416242524,1
ASAP3 (55616),0.00028446834730727426,1
MLXIPL (51085),0.000280062898819624,1
AHRR (57491),0.00025638216969752793,1
PPP1R13B (23368),0.00022133921477955715,1
KIF4A (24137),0.00021249901610746318,1
PDZD4 (57595),0.00021113399918217175,1
ZNF586 (54807),0.0002039576128019445,1
RRAGD (58528),0.00019020616448099374,1
SEC63 (11231),0.00017840679289358302,1
ATP2A3 (489),0.00017735996988820928,1
EBF4 (57593),0.00017570555380960122,1
USP13 (8975),0.00016257264302547045,1
NTN1 (9423),0.00016160346222555247,1
FLYWCH1 (84256),0.00015793778357450856,1
PIGV (55650),0.0001572989208055633,1
CDHR2 (54825),0.0001506585551056625,1
ALAS1 (211),0.0001498341130967943,1
DGKA (1606),0.0001418590309606369,1
SOAT1 (6646),0.00014102326829602572,1
CLCN6 (1185),0.00013519403736673603,1
GINM1 (116254),0.00013167572695418642,1
ADRB1 (153),0.00013022433508833313,1
FAT1 (2195),0.0001297965465246145,1
CD74 (972),0.0001297153319199624,1
MAP3K9 (4293),0.00012970297830583333,1
ZFY (7544),0.0001283116542153912,1
PAGE1 (8712),0.0001280549698497554,1
NEDD4L (23327),0.00012585574512856106,1
SLAMF7 (57823),0.00012205344053635581,1
TESK2 (10420),0.00011849801978559322,1
SLC7A9 (11136),0.00011607582333392104,1
TRIP6 (7205),0.00011153816164822683,1
SULT2B1 (6820),0.0001077523520881421,1
MAP2K3 (5606),9.89622217722634e-05,1
AQR (9716),9.827227746455598e-05,1
CC2D2A (57545),9.744946293065386e-05,1
POLR3E (55718),9.491605154402222e-05,1
